Type,StartTime(UTC),EndTime(UTC),Precipitation(in),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode,Hour,DayOfWeek,Month,Severity_Heavy,Severity_Light,Severity_Moderate,Severity_Severe,Severity_UNK,Duration,Season
Rain,2017-08-08 00:12:00,2017-08-08 00:51:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,0,1,8,False,True,False,False,False,0.65,Summer
Rain,2017-08-08 02:12:00,2017-08-08 03:52:00,0.05,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,1,8,False,True,False,False,False,1.6666666666666667,Summer
Rain,2017-08-08 06:51:00,2017-08-08 07:11:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,6,1,8,False,True,False,False,False,0.3333333333333333,Summer
Rain,2017-08-08 09:31:00,2017-08-08 09:49:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,9,1,8,False,True,False,False,False,0.3,Summer
Rain,2017-08-08 19:30:00,2017-08-08 20:10:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,1,8,False,True,False,False,False,0.6666666666666666,Summer
Rain,2017-08-08 20:32:00,2017-08-08 20:50:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,20,1,8,False,True,False,False,False,0.3,Summer
Rain,2017-08-08 21:52:00,2017-08-08 22:12:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,21,1,8,False,True,False,False,False,0.3333333333333333,Summer
Rain,2017-08-08 23:52:00,2017-08-09 00:31:00,0.05,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,1,8,False,True,False,False,False,0.65,Summer
Rain,2017-08-09 00:51:00,2017-08-09 01:12:00,0.06,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,0,2,8,False,True,False,False,False,0.35,Summer
Rain,2017-08-10 01:32:00,2017-08-10 01:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,3,8,False,True,False,False,False,0.3166666666666666,Summer
Rain,2017-08-10 02:12:00,2017-08-10 02:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,3,8,False,True,False,False,False,0.65,Summer
Rain,2017-08-10 05:12:00,2017-08-10 05:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,5,3,8,False,True,False,False,False,0.65,Summer
Rain,2017-08-10 13:32:00,2017-08-10 13:52:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,13,3,8,False,True,False,False,False,0.3333333333333333,Summer
Rain,2017-08-10 14:10:00,2017-08-10 14:32:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,14,3,8,False,True,False,False,False,0.3666666666666666,Summer
Rain,2017-08-10 14:52:00,2017-08-10 15:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,14,3,8,False,True,False,False,False,0.3333333333333333,Summer
Rain,2017-08-11 21:11:00,2017-08-11 21:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,21,4,8,False,True,False,False,False,0.6666666666666666,Summer
Rain,2017-08-13 01:32:00,2017-08-13 01:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,6,8,False,True,False,False,False,0.3166666666666666,Summer
Rain,2017-08-13 20:51:00,2017-08-13 21:31:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,20,6,8,False,True,False,False,False,0.6666666666666666,Summer
Rain,2017-08-13 22:51:00,2017-08-13 23:31:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,22,6,8,False,True,False,False,False,0.6666666666666666,Summer
Rain,2017-08-13 23:51:00,2017-08-14 00:32:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,6,8,False,True,False,False,False,0.6833333333333333,Summer
Rain,2017-08-14 10:11:00,2017-08-14 10:31:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,10,0,8,False,True,False,False,False,0.3333333333333333,Summer
Rain,2017-08-14 12:12:00,2017-08-14 12:32:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,12,0,8,False,True,False,False,False,0.3333333333333333,Summer
Rain,2017-08-14 19:32:00,2017-08-14 20:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,0,8,False,True,False,False,False,0.6666666666666666,Summer
Rain,2017-08-14 21:52:00,2017-08-14 22:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,21,0,8,False,True,False,False,False,0.3333333333333333,Summer
Rain,2017-08-14 23:32:00,2017-08-14 23:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,0,8,False,True,False,False,False,0.3166666666666666,Summer
Rain,2017-08-21 23:12:00,2017-08-21 23:31:00,0.09,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,0,8,False,True,False,False,False,0.3166666666666666,Summer
Precipitation,2017-08-21 23:31:00,2017-08-21 23:51:00,0.36,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,0,8,False,False,False,False,True,0.3333333333333333,Summer
Rain,2017-08-21 23:51:00,2017-08-22 00:12:00,0.41,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,0,8,True,False,False,False,False,0.35,Summer
Rain,2017-08-22 00:12:00,2017-08-22 01:52:00,0.09,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,0,1,8,False,True,False,False,False,1.6666666666666667,Summer
Rain,2017-08-22 03:32:00,2017-08-22 04:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,3,1,8,False,True,False,False,False,0.6666666666666666,Summer
Cold,2017-08-22 13:09:00,2017-08-31 18:10:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,13,1,8,False,False,False,True,False,221.01666666666668,Summer
Rain,2017-08-31 22:10:00,2017-08-31 22:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,22,3,8,False,True,False,False,False,0.3333333333333333,Summer
Rain,2017-09-01 11:30:00,2017-09-01 11:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,11,4,9,False,True,False,False,False,0.35,Fall
Rain,2017-09-02 23:30:00,2017-09-03 00:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,5,9,False,True,False,False,False,1.0,Fall
Rain,2017-09-03 23:10:00,2017-09-03 23:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,6,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-04 20:10:00,2017-09-04 20:50:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,20,0,9,False,True,False,False,False,0.6666666666666666,Fall
Rain,2017-09-05 01:11:00,2017-09-05 01:31:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,1,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-05 02:11:00,2017-09-05 02:31:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,1,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-07 21:31:00,2017-09-07 22:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,21,3,9,False,True,False,False,False,0.9833333333333332,Fall
Rain,2017-09-10 20:30:00,2017-09-10 20:50:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,20,6,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-10 23:11:00,2017-09-10 23:50:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,6,9,False,True,False,False,False,0.65,Fall
Rain,2017-09-11 00:30:00,2017-09-11 01:10:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,0,0,9,False,True,False,False,False,0.6666666666666666,Fall
Rain,2017-09-11 02:10:00,2017-09-11 02:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,0,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-11 19:31:00,2017-09-11 19:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,0,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-11 20:30:00,2017-09-11 20:50:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,20,0,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-11 21:10:00,2017-09-11 21:31:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,21,0,9,False,True,False,False,False,0.35,Fall
Rain,2017-09-11 22:10:00,2017-09-11 22:31:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,22,0,9,False,True,False,False,False,0.35,Fall
Rain,2017-09-12 00:10:00,2017-09-12 00:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,0,1,9,False,True,False,False,False,0.6833333333333333,Fall
Rain,2017-09-13 00:10:00,2017-09-13 00:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,0,2,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-14 19:30:00,2017-09-14 19:50:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,3,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-14 21:11:00,2017-09-14 21:31:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,21,3,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-14 22:31:00,2017-09-14 22:50:00,0.06,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,22,3,9,False,True,False,False,False,0.3166666666666666,Fall
Rain,2017-09-15 00:31:00,2017-09-15 00:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,0,4,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-15 01:10:00,2017-09-15 01:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,4,9,False,True,False,False,False,0.6833333333333333,Fall
Rain,2017-09-15 02:50:00,2017-09-15 03:30:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,4,9,False,True,False,False,False,0.6666666666666666,Fall
Rain,2017-09-15 04:50:00,2017-09-15 06:29:00,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,4,4,9,False,True,False,False,False,1.65,Fall
Rain,2017-09-17 15:51:00,2017-09-17 16:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,15,6,9,False,True,False,False,False,0.65,Fall
Rain,2017-09-17 18:10:00,2017-09-17 18:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,18,6,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-17 23:10:00,2017-09-17 23:50:00,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,6,9,False,True,False,False,False,0.6666666666666666,Fall
Rain,2017-09-18 00:31:00,2017-09-18 00:51:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,0,0,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-18 01:30:00,2017-09-18 02:10:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,0,9,False,True,False,False,False,0.6666666666666666,Fall
Rain,2017-09-18 02:30:00,2017-09-18 02:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,0,9,False,True,False,False,False,0.35,Fall
Rain,2017-09-23 03:30:00,2017-09-23 03:50:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,3,5,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-23 06:30:00,2017-09-23 06:50:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,6,5,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-23 07:30:00,2017-09-23 08:11:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,7,5,9,False,True,False,False,False,0.6833333333333333,Fall
Rain,2017-09-23 08:31:00,2017-09-23 08:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,8,5,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-23 09:10:00,2017-09-23 09:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,9,5,9,False,True,False,False,False,0.6833333333333333,Fall
Rain,2017-09-23 10:07:00,2017-09-23 10:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,10,5,9,False,True,False,False,False,0.7333333333333333,Fall
Rain,2017-09-23 14:10:00,2017-09-23 14:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,14,5,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-23 15:31:00,2017-09-23 15:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,15,5,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-23 19:05:00,2017-09-23 20:11:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,5,9,False,True,False,False,False,1.1,Fall
Rain,2017-09-23 20:50:00,2017-09-23 21:51:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,20,5,9,False,True,False,False,False,1.0166666666666666,Fall
Rain,2017-09-23 22:51:00,2017-09-24 00:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,22,5,9,False,True,False,False,False,2.0,Fall
Rain,2017-09-24 01:30:00,2017-09-24 02:11:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,6,9,False,True,False,False,False,0.6833333333333333,Fall
Rain,2017-09-27 01:30:00,2017-09-27 01:50:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,2,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-27 10:50:00,2017-09-27 12:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,10,2,9,False,True,False,False,False,2.0166666666666666,Fall
Rain,2017-09-27 23:31:00,2017-09-28 11:50:00,0.21,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,2,9,False,True,False,False,False,12.316666666666666,Fall
Rain,2017-09-29 01:11:00,2017-09-29 01:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,4,9,False,True,False,False,False,0.3166666666666666,Fall
Rain,2017-09-29 03:51:00,2017-09-29 04:50:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,3,4,9,False,True,False,False,False,0.9833333333333332,Fall
Rain,2017-09-29 11:10:00,2017-09-29 11:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,11,4,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-29 15:10:00,2017-09-29 15:50:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,15,4,9,False,True,False,False,False,0.6666666666666666,Fall
Rain,2017-09-29 22:30:00,2017-09-29 23:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,22,4,9,False,True,False,False,False,1.0,Fall
Rain,2017-09-29 23:49:00,2017-09-30 00:10:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,4,9,False,True,False,False,False,0.35,Fall
Rain,2017-09-30 01:50:00,2017-09-30 02:11:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,5,9,False,True,False,False,False,0.35,Fall
Rain,2017-09-30 11:11:00,2017-09-30 11:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,11,5,9,False,True,False,False,False,0.3166666666666666,Fall
Rain,2017-09-30 15:30:00,2017-09-30 15:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,15,5,9,False,True,False,False,False,0.35,Fall
Rain,2017-09-30 16:10:00,2017-09-30 16:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,16,5,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-30 16:50:00,2017-09-30 17:10:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,16,5,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-30 18:10:00,2017-09-30 19:10:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,18,5,9,False,True,False,False,False,1.0,Fall
Rain,2017-09-30 19:31:00,2017-09-30 19:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,5,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-09-30 20:11:00,2017-09-30 20:31:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,20,5,9,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-10-01 01:30:00,2017-10-01 03:11:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,6,10,False,True,False,False,False,1.6833333333333331,Fall
Rain,2017-10-01 10:10:00,2017-10-01 10:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,10,6,10,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-10-01 20:31:00,2017-10-01 20:51:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,20,6,10,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-10-04 18:30:00,2017-10-04 18:50:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,18,2,10,False,True,False,False,False,0.3333333333333333,Fall
Rain,2017-10-04 19:11:00,2017-10-04 19:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,2,10,False,True,False,False,False,0.3166666666666666,Fall
Rain,2017-10-05 02:10:00,2017-10-05 02:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,3,10,False,True,False,False,False,0.3333333333333333,Fall
Snow,2017-10-09 18:48:00,2017-10-09 20:06:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,18,0,10,False,True,False,False,False,1.3,Fall
Snow,2017-10-09 20:47:00,2017-10-09 21:29:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,20,0,10,False,True,False,False,False,0.7,Fall
Snow,2017-10-09 21:45:00,2017-10-09 22:29:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,21,0,10,False,True,False,False,False,0.7333333333333333,Fall
Rain,2017-10-21 07:48:00,2017-10-21 09:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,7,5,10,False,True,False,False,False,1.4,Fall
Snow,2017-10-31 10:30:00,2017-10-31 14:52:00,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,10,1,10,False,True,False,False,False,4.366666666666666,Fall
Snow,2017-10-31 16:12:00,2017-10-31 16:29:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,16,1,10,False,True,False,False,False,0.2833333333333333,Fall
Rain,2017-10-31 19:11:00,2017-10-31 19:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,1,10,False,True,False,False,False,0.4,Fall
Rain,2017-10-31 19:53:00,2017-10-31 20:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,1,10,False,True,False,False,False,0.3166666666666666,Fall
Storm,2017-10-31 21:30:00,2017-10-31 21:53:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,21,1,10,False,False,False,True,False,0.3833333333333333,Fall
Rain,2017-10-31 23:31:00,2017-10-31 23:49:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,1,10,False,True,False,False,False,0.3,Fall
Cold,2017-11-06 18:12:00,2017-11-06 19:11:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,18,0,11,False,False,False,True,False,0.9833333333333332,Fall
Rain,2017-11-07 10:30:00,2017-11-07 11:48:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,10,1,11,False,True,False,False,False,1.3,Fall
Rain,2017-11-07 22:54:00,2017-11-07 23:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,22,1,11,False,True,False,False,False,0.3,Fall
Rain,2017-11-07 23:48:00,2017-11-08 00:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,1,11,False,True,False,False,False,0.4,Fall
Snow,2017-11-08 06:30:00,2017-11-08 06:48:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,6,2,11,False,True,False,False,False,0.3,Fall
Snow,2017-11-08 06:54:00,2017-11-08 07:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,6,2,11,False,True,False,False,False,0.6,Fall
Rain,2017-11-17 02:30:00,2017-11-17 02:48:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,4,11,False,True,False,False,False,0.3,Fall
Rain,2017-11-17 22:30:00,2017-11-17 22:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,22,4,11,False,True,False,False,False,0.4,Fall
Rain,2017-11-18 04:11:00,2017-11-18 04:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,4,5,11,False,True,False,False,False,0.4,Fall
Snow,2017-11-18 04:53:00,2017-11-18 05:48:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,4,5,11,False,True,False,False,False,0.9166666666666666,Fall
Snow,2017-11-18 06:35:00,2017-11-18 06:53:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,6,5,11,False,True,False,False,False,0.3,Fall
Storm,2017-11-18 06:53:00,2017-11-18 07:29:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,6,5,11,False,False,False,True,False,0.6,Fall
Snow,2017-11-18 08:29:00,2017-11-18 08:53:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,8,5,11,False,True,False,False,False,0.4,Fall
Snow,2017-12-04 08:54:00,2017-12-04 09:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,8,0,12,False,True,False,False,False,0.3,Winter
Snow,2017-12-14 09:54:00,2017-12-14 11:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,9,3,12,False,True,False,False,False,1.6,Winter
Snow,2017-12-14 11:53:00,2017-12-14 14:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,11,3,12,False,True,False,False,False,2.316666666666667,Winter
Snow,2017-12-14 15:30:00,2017-12-14 15:54:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,15,3,12,False,True,False,False,False,0.4,Winter
Snow,2017-12-21 17:53:00,2017-12-21 18:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,17,3,12,False,True,False,False,False,0.3166666666666666,Winter
Snow,2017-12-21 18:54:00,2017-12-21 19:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,18,3,12,False,True,False,False,False,0.3,Winter
Rain,2017-12-21 19:12:00,2017-12-21 19:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,3,12,False,True,False,False,False,0.3833333333333333,Winter
Snow,2017-12-21 20:30:00,2017-12-21 20:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,20,3,12,False,True,False,False,False,0.4,Winter
Storm,2017-12-24 02:30:00,2017-12-24 02:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,6,12,False,False,False,True,False,0.4,Winter
Snow,2017-12-24 02:54:00,2017-12-24 03:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,6,12,False,True,False,False,False,1.0,Winter
Snow,2017-12-24 04:54:00,2017-12-24 05:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,4,6,12,False,True,False,False,False,0.3,Winter
Snow,2017-12-24 06:12:00,2017-12-24 07:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,6,6,12,False,True,False,False,False,1.0,Winter
Snow,2017-12-25 08:54:00,2017-12-25 09:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,8,0,12,False,True,False,False,False,0.3,Winter
Fog,2017-12-25 09:12:00,2017-12-25 09:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,9,0,12,False,False,True,False,False,0.3,Winter
Snow,2017-12-25 09:30:00,2017-12-25 09:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,9,0,12,False,True,False,False,False,0.4,Winter
Snow,2017-12-25 10:30:00,2017-12-25 11:12:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,10,0,12,False,True,False,False,False,0.7,Winter
Snow,2017-12-25 11:30:00,2017-12-25 14:30:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,11,0,12,False,True,False,False,False,3.0,Winter
