Type,StartTime(UTC),EndTime(UTC),Precipitation(in),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode,Hour,DayOfWeek,Month,Severity_Heavy,Severity_Light,Severity_Moderate,Severity_Severe,Severity_UNK,Duration,Season
Snow,2016-01-06 23:14:00,2016-01-07 00:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,2,1,False,True,False,False,False,1.3333333333333333,Winter
Snow,2016-01-07 04:14:00,2016-01-07 04:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,4,3,1,False,True,False,False,False,0.6666666666666666,Winter
Snow,2016-01-07 05:54:00,2016-01-07 15:34:00,0.03,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,5,3,1,False,True,False,False,False,9.666666666666666,Winter
Snow,2016-01-08 05:34:00,2016-01-08 05:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,5,4,1,False,True,False,False,False,0.3333333333333333,Winter
Snow,2016-01-08 13:54:00,2016-01-08 15:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,13,4,1,False,True,False,False,False,2.0,Winter
Snow,2016-01-08 16:14:00,2016-01-08 17:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,16,4,1,False,True,False,False,False,1.3333333333333333,Winter
Fog,2016-01-09 12:54:00,2016-01-09 15:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,12,5,1,False,False,False,True,False,2.6666666666666665,Winter
Snow,2016-01-09 15:34:00,2016-01-09 16:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,15,5,1,False,True,False,False,False,0.6666666666666666,Winter
Fog,2016-01-09 16:14:00,2016-01-09 16:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,16,5,1,False,False,False,True,False,0.3333333333333333,Winter
Snow,2016-01-09 16:34:00,2016-01-09 16:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,16,5,1,False,True,False,False,False,0.3333333333333333,Winter
Cold,2016-01-09 16:54:00,2016-01-09 20:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,16,5,1,False,False,False,True,False,3.6666666666666665,Winter
Fog,2016-01-10 02:54:00,2016-01-10 04:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,6,1,False,False,False,True,False,1.3333333333333333,Winter
Fog,2016-01-10 09:34:00,2016-01-10 10:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,9,6,1,False,False,False,True,False,0.6666666666666666,Winter
Snow,2016-01-10 10:14:00,2016-01-10 10:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,10,6,1,False,True,False,False,False,0.3333333333333333,Winter
Fog,2016-01-10 10:34:00,2016-01-10 10:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,10,6,1,False,False,False,True,False,0.3333333333333333,Winter
Fog,2016-01-10 11:14:00,2016-01-10 13:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,11,6,1,False,False,False,True,False,2.0,Winter
Cold,2016-01-10 13:14:00,2016-01-10 21:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,13,6,1,False,False,False,True,False,8.333333333333334,Winter
Cold,2016-01-11 12:14:00,2016-01-11 12:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,12,0,1,False,False,False,True,False,0.6666666666666666,Winter
Snow,2016-01-16 09:14:00,2016-01-16 09:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,9,5,1,False,True,False,False,False,0.6666666666666666,Winter
Snow,2016-01-16 10:34:00,2016-01-16 11:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,10,5,1,False,True,False,False,False,1.0,Winter
Snow,2016-01-16 13:24:00,2016-01-16 14:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,13,5,1,False,True,False,False,False,0.8333333333333334,Winter
Snow,2016-01-16 15:34:00,2016-01-16 15:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,15,5,1,False,True,False,False,False,0.3333333333333333,Winter
Snow,2016-01-17 07:55:00,2016-01-17 08:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,7,6,1,False,True,False,False,False,0.3333333333333333,Winter
Snow,2016-01-17 08:35:00,2016-01-17 10:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,8,6,1,False,True,False,False,False,1.6666666666666667,Winter
Snow,2016-01-17 11:55:00,2016-01-17 12:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,11,6,1,False,True,False,False,False,1.0,Winter
Snow,2016-01-17 13:55:00,2016-01-17 14:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,13,6,1,False,True,False,False,False,0.3333333333333333,Winter
Snow,2016-01-17 14:55:00,2016-01-17 15:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,14,6,1,False,True,False,False,False,0.3333333333333333,Winter
Snow,2016-01-20 13:55:00,2016-01-20 14:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,13,2,1,False,True,False,False,False,0.3333333333333333,Winter
Snow,2016-01-20 22:34:00,2016-01-20 22:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,22,2,1,False,True,False,False,False,0.35,Winter
Snow,2016-01-21 02:15:00,2016-01-21 02:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,3,1,False,True,False,False,False,0.3333333333333333,Winter
Snow,2016-01-24 20:35:00,2016-01-24 21:35:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,20,6,1,False,True,False,False,False,1.0,Winter
Snow,2016-01-31 07:55:00,2016-01-31 08:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,7,6,1,False,True,False,False,False,0.6666666666666666,Winter
Snow,2016-01-31 08:55:00,2016-01-31 09:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,8,6,1,False,True,False,False,False,1.0,Winter
Snow,2016-01-31 10:15:00,2016-01-31 10:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,10,6,1,False,True,False,False,False,0.3333333333333333,Winter
Snow,2016-01-31 11:15:00,2016-01-31 11:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,11,6,1,False,True,False,False,False,0.3333333333333333,Winter
Snow,2016-01-31 12:15:00,2016-01-31 12:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,12,6,1,False,True,False,False,False,0.6666666666666666,Winter
Snow,2016-01-31 13:55:00,2016-01-31 15:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,13,6,1,False,True,False,False,False,1.6666666666666667,Winter
Fog,2016-01-31 15:35:00,2016-01-31 16:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,15,6,1,False,False,True,False,False,0.6666666666666666,Winter
Snow,2016-01-31 16:15:00,2016-01-31 18:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,16,6,1,False,True,False,False,False,2.0,Winter
Snow,2016-02-01 02:15:00,2016-02-01 02:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,0,2,False,True,False,False,False,0.6666666666666666,Winter
Snow,2016-02-01 03:15:00,2016-02-01 03:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,3,0,2,False,True,False,False,False,0.3333333333333333,Winter
Snow,2016-02-01 04:55:00,2016-02-01 05:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,4,0,2,False,True,False,False,False,0.3333333333333333,Winter
Snow,2016-02-01 05:35:00,2016-02-01 07:35:00,0.03,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,5,0,2,False,True,False,False,False,2.0,Winter
Snow,2016-02-01 08:15:00,2016-02-01 12:35:00,0.11,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,8,0,2,False,True,False,False,False,4.333333333333333,Winter
Snow,2016-02-01 19:15:00,2016-02-01 19:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,0,2,False,True,False,False,False,0.3333333333333333,Winter
Snow,2016-02-01 19:55:00,2016-02-01 20:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,0,2,False,True,False,False,False,0.6666666666666666,Winter
Snow,2016-02-02 01:15:00,2016-02-02 01:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,1,2,False,True,False,False,False,0.6666666666666666,Winter
Cold,2016-02-04 13:25:00,2016-02-04 14:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,13,3,2,False,False,False,True,False,1.1666666666666667,Winter
Storm,2016-02-14 18:56:00,2016-02-14 20:16:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,18,6,2,False,False,False,True,False,1.3333333333333333,Winter
Storm,2016-02-14 20:36:00,2016-02-14 21:56:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,20,6,2,False,False,False,True,False,1.3333333333333333,Winter
Cold,2016-02-16 18:36:00,2016-02-16 19:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,18,1,2,False,False,False,True,False,1.3,Winter
Rain,2016-02-19 04:34:00,2016-02-19 05:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,4,4,2,False,True,False,False,False,0.6666666666666666,Winter
Snow,2016-02-23 03:54:00,2016-02-23 05:34:00,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,3,1,2,False,True,False,False,False,1.6666666666666667,Winter
Snow,2016-02-23 05:34:00,2016-02-23 06:14:00,0.07,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,5,1,2,False,False,True,False,False,0.6666666666666666,Winter
Snow,2016-02-23 06:14:00,2016-02-23 07:14:00,0.03,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,6,1,2,False,True,False,False,False,1.0,Winter
Snow,2016-03-15 06:14:00,2016-03-15 08:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,6,1,3,False,True,False,False,False,2.0,Spring
Snow,2016-03-15 09:14:00,2016-03-15 09:33:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,9,1,3,False,True,False,False,False,0.3166666666666666,Spring
Snow,2016-03-15 12:34:00,2016-03-15 13:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,12,1,3,False,True,False,False,False,0.6666666666666666,Spring
Snow,2016-03-15 14:54:00,2016-03-15 15:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,14,1,3,False,True,False,False,False,0.3333333333333333,Spring
Snow,2016-03-16 07:54:00,2016-03-16 08:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,7,2,3,False,True,False,False,False,1.0,Spring
Snow,2016-03-16 09:34:00,2016-03-16 11:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,9,2,3,False,True,False,False,False,1.6666666666666667,Spring
Storm,2016-03-18 20:54:00,2016-03-18 21:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,20,4,3,False,False,False,True,False,0.3333333333333333,Spring
Storm,2016-03-18 22:34:00,2016-03-18 22:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,22,4,3,False,False,False,True,False,0.3333333333333333,Spring
Storm,2016-03-18 23:14:00,2016-03-18 23:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,4,3,False,False,False,True,False,0.6666666666666666,Spring
Storm,2016-03-19 00:14:00,2016-03-19 00:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,0,5,3,False,False,False,True,False,0.3333333333333333,Spring
Storm,2016-03-19 00:54:00,2016-03-19 01:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,0,5,3,False,False,False,True,False,0.3333333333333333,Spring
Storm,2016-03-22 18:34:00,2016-03-22 18:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,18,1,3,False,False,False,True,False,0.3333333333333333,Spring
Snow,2016-03-23 05:54:00,2016-03-23 06:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,5,2,3,False,True,False,False,False,0.3333333333333333,Spring
Snow,2016-03-23 06:34:00,2016-03-23 06:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,6,2,3,False,True,False,False,False,0.3333333333333333,Spring
Snow,2016-03-23 07:34:00,2016-03-23 07:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,7,2,3,False,True,False,False,False,0.3333333333333333,Spring
Storm,2016-03-23 13:14:00,2016-03-23 14:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,13,2,3,False,False,False,True,False,1.0,Spring
Storm,2016-03-23 14:54:00,2016-03-23 15:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,14,2,3,False,False,False,True,False,0.6666666666666666,Spring
Storm,2016-03-23 15:54:00,2016-03-23 16:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,15,2,3,False,False,False,True,False,0.3333333333333333,Spring
Snow,2016-03-26 13:24:00,2016-03-26 15:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,13,5,3,False,True,False,False,False,1.8333333333333333,Spring
Snow,2016-03-26 16:54:00,2016-03-26 18:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,16,5,3,False,True,False,False,False,1.3333333333333333,Spring
Snow,2016-03-26 18:34:00,2016-03-26 19:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,18,5,3,False,True,False,False,False,0.6666666666666666,Spring
Snow,2016-03-26 19:34:00,2016-03-26 23:54:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,5,3,False,True,False,False,False,4.333333333333333,Spring
Snow,2016-03-27 04:34:00,2016-03-27 05:54:00,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,4,6,3,False,True,False,False,False,1.3333333333333333,Spring
Snow,2016-03-27 11:14:00,2016-03-27 11:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,11,6,3,False,True,False,False,False,0.3333333333333333,Spring
Snow,2016-03-31 10:34:00,2016-03-31 10:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,10,3,3,False,True,False,False,False,0.3333333333333333,Spring
Fog,2016-03-31 22:14:00,2016-03-31 22:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,22,3,3,False,False,True,False,False,0.3333333333333333,Spring
Snow,2016-04-01 00:54:00,2016-04-01 01:34:00,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,0,4,4,False,True,False,False,False,0.6666666666666666,Spring
Rain,2016-04-09 20:55:00,2016-04-09 21:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,20,5,4,False,True,False,False,False,0.3333333333333333,Spring
Rain,2016-04-09 22:55:00,2016-04-10 00:15:00,0.06,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,22,5,4,False,True,False,False,False,1.3333333333333333,Spring
Rain,2016-04-11 06:15:00,2016-04-11 06:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,6,0,4,False,True,False,False,False,0.3333333333333333,Spring
Rain,2016-04-11 21:55:00,2016-04-11 22:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,21,0,4,False,True,False,False,False,0.3333333333333333,Spring
Rain,2016-04-12 03:55:00,2016-04-12 04:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,3,1,4,False,True,False,False,False,1.0,Spring
Rain,2016-04-12 23:15:00,2016-04-12 23:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,1,4,False,True,False,False,False,0.3333333333333333,Spring
Rain,2016-04-12 23:55:00,2016-04-13 00:55:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,1,4,False,True,False,False,False,1.0,Spring
Rain,2016-04-13 02:35:00,2016-04-13 02:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,2,4,False,True,False,False,False,0.3333333333333333,Spring
Rain,2016-04-15 21:55:00,2016-04-15 22:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,21,4,4,False,True,False,False,False,0.3333333333333333,Spring
Rain,2016-04-15 22:55:00,2016-04-15 23:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,22,4,4,False,True,False,False,False,0.3333333333333333,Spring
Fog,2016-04-15 23:35:00,2016-04-15 23:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,4,4,False,False,False,True,False,0.3333333333333333,Spring
Fog,2016-04-15 23:55:00,2016-04-16 00:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,4,4,False,False,True,False,False,0.3333333333333333,Spring
Rain,2016-04-16 00:55:00,2016-04-16 01:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,0,5,4,False,True,False,False,False,0.3333333333333333,Spring
Rain,2016-04-16 01:55:00,2016-04-16 02:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,5,4,False,True,False,False,False,0.3333333333333333,Spring
Rain,2016-04-16 04:15:00,2016-04-16 05:15:00,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,4,5,4,False,True,False,False,False,1.0,Spring
Snow,2016-04-16 05:15:00,2016-04-16 05:35:00,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,5,5,4,False,False,True,False,False,0.3333333333333333,Spring
Rain,2016-04-16 06:55:00,2016-04-16 07:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,6,5,4,False,True,False,False,False,0.3333333333333333,Spring
Rain,2016-04-16 09:15:00,2016-04-16 09:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,9,5,4,False,True,False,False,False,0.3333333333333333,Spring
Snow,2016-04-16 09:35:00,2016-04-16 10:15:00,0.03,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,9,5,4,False,True,False,False,False,0.6666666666666666,Spring
Snow,2016-04-16 10:15:00,2016-04-16 10:35:00,0.03,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,10,5,4,False,False,True,False,False,0.3333333333333333,Spring
Snow,2016-04-16 10:35:00,2016-04-16 11:15:00,0.19,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,10,5,4,True,False,False,False,False,0.6666666666666666,Spring
Snow,2016-04-16 11:15:00,2016-04-16 14:35:00,0.03,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,11,5,4,False,True,False,False,False,3.333333333333333,Spring
Rain,2016-04-16 15:15:00,2016-04-16 15:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,15,5,4,False,True,False,False,False,0.6666666666666666,Spring
Snow,2016-04-16 15:55:00,2016-04-16 16:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,15,5,4,False,True,False,False,False,0.6666666666666666,Spring
Rain,2016-04-16 17:35:00,2016-04-16 17:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,17,5,4,False,True,False,False,False,0.3333333333333333,Spring
Snow,2016-04-16 17:55:00,2016-04-16 18:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,17,5,4,False,True,False,False,False,0.3333333333333333,Spring
Snow,2016-04-16 18:35:00,2016-04-16 18:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,18,5,4,False,True,False,False,False,0.3333333333333333,Spring
Snow,2016-04-16 21:35:00,2016-04-16 21:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,21,5,4,False,True,False,False,False,0.3333333333333333,Spring
Snow,2016-04-16 22:55:00,2016-04-16 23:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,22,5,4,False,True,False,False,False,0.3333333333333333,Spring
Snow,2016-04-17 00:15:00,2016-04-17 00:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,0,6,4,False,True,False,False,False,0.6666666666666666,Spring
Snow,2016-04-17 01:35:00,2016-04-17 01:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,6,4,False,True,False,False,False,0.3333333333333333,Spring
Snow,2016-04-18 05:15:00,2016-04-18 09:35:00,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,5,0,4,False,True,False,False,False,4.333333333333333,Spring
Snow,2016-04-18 09:55:00,2016-04-18 10:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,9,0,4,False,True,False,False,False,0.3333333333333333,Spring
Snow,2016-04-18 16:55:00,2016-04-18 17:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,16,0,4,False,True,False,False,False,0.6666666666666666,Spring
Snow,2016-04-19 01:55:00,2016-04-19 02:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,1,4,False,True,False,False,False,0.3333333333333333,Spring
Rain,2016-04-19 02:15:00,2016-04-19 02:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,1,4,False,True,False,False,False,0.3333333333333333,Spring
Snow,2016-04-19 02:35:00,2016-04-19 06:15:00,0.09,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,1,4,False,True,False,False,False,3.6666666666666665,Spring
Snow,2016-04-19 08:15:00,2016-04-19 08:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,8,1,4,False,True,False,False,False,0.6666666666666666,Spring
Snow,2016-04-19 14:15:00,2016-04-19 14:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,14,1,4,False,True,False,False,False,0.6666666666666666,Spring
Snow,2016-04-20 12:55:00,2016-04-20 14:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,12,2,4,False,True,False,False,False,1.6666666666666667,Spring
Rain,2016-04-20 15:15:00,2016-04-20 16:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,15,2,4,False,True,False,False,False,1.6666666666666667,Spring
Rain,2016-04-20 19:55:00,2016-04-20 20:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,2,4,False,True,False,False,False,0.3333333333333333,Spring
Rain,2016-04-24 02:35:00,2016-04-24 03:15:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,6,4,False,True,False,False,False,0.6666666666666666,Spring
Rain,2016-04-26 01:55:00,2016-04-26 02:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,1,1,4,False,True,False,False,False,1.0,Spring
Snow,2016-04-26 21:55:00,2016-04-26 22:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,21,1,4,False,True,False,False,False,0.6666666666666666,Spring
Snow,2016-04-26 23:55:00,2016-04-27 01:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,23,1,4,False,True,False,False,False,1.3333333333333333,Spring
Snow,2016-04-27 02:15:00,2016-04-27 02:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,2,4,False,True,False,False,False,0.6666666666666666,Spring
Rain,2016-04-28 07:35:00,2016-04-28 07:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,7,3,4,False,True,False,False,False,0.3333333333333333,Spring
Rain,2016-04-28 12:15:00,2016-04-28 14:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,12,3,4,False,True,False,False,False,2.333333333333333,Spring
Rain,2016-04-28 19:35:00,2016-04-28 19:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,19,3,4,False,True,False,False,False,0.3333333333333333,Spring
Rain,2016-04-28 21:35:00,2016-04-28 21:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,21,3,4,False,True,False,False,False,0.3333333333333333,Spring
Rain,2016-04-29 02:15:00,2016-04-29 03:15:00,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,2,4,4,False,True,False,False,False,1.0,Spring
Snow,2016-04-29 03:15:00,2016-04-29 03:55:00,0.19,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149.0,3,4,4,True,False,False,False,False,0.6666666666666666,Spring
